who,source_id,species,ref_abb,locality,start_year,year,end_year,nests_total,nests_hatched,nests_predated,nests_abandoned,nests_infertile,nests_failed_other_cause,nests_unknown_fate,nests_total_failed,prop_hatched,prop_predated,daily_survival_rate,ds_lwr,ds_upr,daily_predation_rate,dp_lwr,dp_upr,overall_nest_success,os_lwr,os_upr,overall_predation_rate,op_lwr,op_upr,uncertainty,exposure_days,estimation_method,nest_exposure_interval,nest_search_frequency,nest_check_frequency,when_most_nests_found,incubation_period,egg_laying_period,incubation+laying_period,study_anomaly,comments,nest level data in 'nests',Data quality
mcragnolini,131,Calidris_alpina,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2000,2002,31,u,u,u,u,u,u,u,,,0.843,u,u,,,,0.03,u,u,,,,unknown,159,mayfield,incubation,unknown,1-2 per week,early incubation,21,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; ""In the site-faithful Dunlin, the number of nests found in 2000 is inflated by a relatively high number of replacement clutches compared to the other two years.""; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Calidris_ferruginea,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2000,2002,13,u,u,u,u,u,u,u,,,0.677,u,u,,,,0,u,u,,,,unknown,31,mayfield,incubation,unknown,1-2 per week,early incubation,21,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Calidris_minuta,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2000,2002,110,u,u,u,u,u,u,u,,,0.765,u,u,,,,0.01,u,u,,,,unknown,349,mayfield,incubation,unknown,1-2 per week,early incubation,20,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Charadrius_hiaticula,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2000,2002,10,u,u,u,u,u,u,u,,,0.93,u,u,,,,0.19,u,u,,,,unknown,100,mayfield,incubation,unknown,1-2 per week,early incubation,23,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Pluvialis_fulva,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2000,2002,27,u,u,u,u,u,u,u,,,0.921,u,u,,,,0.13,u,u,,,,unknown,277,mayfield,incubation,unknown,1-2 per week,early incubation,25,,,yes,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; ""we tried to find as many as possible of the wader nests present (except in Pacific Golden Plover and Ringed Plover in 2001-2002)""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Arenaria_interpres,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2001,2002,2,u,u,u,u,u,u,u,,,0.877,u,u,,,,0.06,u,u,,,,unknown,49,mayfield,incubation,unknown,1-2 per week,early incubation,22,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Calidris_alpina,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2001,2002,18,u,u,u,u,u,u,u,,,0.935,u,u,,,,0.24,u,u,,,,unknown,245,mayfield,incubation,unknown,1-2 per week,early incubation,21,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Calidris_ferruginea,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2001,2002,19,u,u,u,u,u,u,u,,,0.889,u,u,,,,0.09,u,u,,,,unknown,118,mayfield,incubation,unknown,1-2 per week,early incubation,21,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Calidris_minuta,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2001,2002,94,u,u,u,u,u,u,u,,,0.918,u,u,,,,0.18,u,u,,,,unknown,723,mayfield,incubation,unknown,1-2 per week,early incubation,20,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Charadrius_hiaticula,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2001,2002,2,u,u,u,u,u,u,u,,,0.988,u,u,,,,0.76,u,u,,,,unknown,85,mayfield,incubation,unknown,1-2 per week,early incubation,23,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Pluvialis_fulva,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2001,2002,26,u,u,u,u,u,u,u,,,0.905,u,u,,,,0.08,u,u,,,,unknown,200,mayfield,incubation,unknown,1-2 per week,early incubation,25,,,yes,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; ""we tried to find as many as possible of the wader nests present (except in Pacific Golden Plover and Ringed Plover in 2001-2002)""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; number of nests not sure, different numbers are reported in tables 5.1 and 5.4, not specified together with daily survival rate of the years 2000 and 2001 (table 5.6)",,4
mcragnolini,131,Arenaria_interpres,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2002,2002,9,u,6,u,u,u,u,6,,,0.932,0.883,0.97,,,,0.21,0.06,0.51,,,,95%CI,82,mayfield,incubation,unknown,1-2 per week,early incubation,22,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; 2002 was high lemming density year, proceded to 2 low density years",,4
mcragnolini,131,Calidris_alpina,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2002,2002,27,u,6,u,u,u,u,6,,,0.985,0.974,0.993,,,,0.73,0.57,0.87,,,,95%CI,393,mayfield,incubation,unknown,1-2 per week,early incubation,21,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; 2002 was high lemming density year, proceded to 2 low density years",,4
mcragnolini,131,Calidris_ferruginea,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2002,2002,12,u,3,u,u,u,u,3,,,0.981,0.96,0.995,,,,0.67,0.43,0.89,,,,95%CI,154,mayfield,incubation,unknown,1-2 per week,early incubation,21,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; 2002 was high lemming density year, proceded to 2 low density years",,4
mcragnolini,131,Calidris_minuta,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2002,2002,126,u,28,u,u,u,u,35,,,0.976,0.969,0.982,,,,0.62,0.53,0.7,,,,95%CI,1434,mayfield,incubation,unknown,1-2 per week,early incubation,20,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; 2002 was high lemming density year, proceded to 2 low density years",,4
mcragnolini,131,Charadrius_hiaticula,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2002,2002,7,u,4,u,u,u,u,4,,,0.946,0.897,0.981,,,,0.28,0.08,0.64,,,,95%CI,70,mayfield,incubation,unknown,1-2 per week,early incubation,23,,,unknown,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; 2002 was high lemming density year, proceded to 2 low density years",,4
mcragnolini,131,Pluvialis_fulva,Schekkerman et al. 2004,"Medusa Bay, Taimyr, 18km south of Dikson",2000,2002,2002,23,u,9,u,u,u,u,9,,,0.977,0.963,0.988,,,,0.55,0.39,0.73,,,,95%CI,377,mayfield,incubation,unknown,1-2 per week,early incubation,25,,,yes,"""intensive nest search""; ""Nests were checked regularly to monitor their fate, but mostly at intervals longer than three days""; ""we tried to find as many as possible of the wader nests present (except in Pacific Golden Plover and Ringed Plover in 2001-2002)""; incubation period from Cramp & Simmons 1983; nests were also found outside the study site, with different effort between the years; 2002 was high lemming density year, proceded to 2 low density years",,4
dsolovyeva,133,Arenaria_interpres,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,48,43,4,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Calidris_alpina,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,51,30,16,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Calidris_mauri,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1974,20,12,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Calidris_melanotos,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,23,15,8,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Calidris_ptilocnemis,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1974,2,2,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Calidris_temminckii,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,18,11,5,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Charadrius_hiaticula,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,19,13,6,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Eurynorhynchus_pygmeus,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1974,16,9,7,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Limnodromus_scolopaceus,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,25,11,10,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Phalaropus_fulicarius,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,98,51,42,,,,,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Phalaropus_lobatus,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,52,29,18,,,,,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Philomachus_pugnax,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,43,26,14,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Pluvialis_fulva,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,8,5,1,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Pluvialis_squatarola,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1972,all,1980,29,25,3,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,133,Tringa_erythropus,Kondrjatev 1982,Bay of Chaun and Koljuchinskaja,1975,all,1980,17,15,0,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dsolovyeva,134,Pluvialis_squatarola,Tomkovich & Dondua 2011,"Wrangel Island, Chukotka",2007,2007,2007,19,13,4,,,,,6,0.684,,,,,,,,,,,,,,,,,,,,,,,,no,"paper in Russia, minimal data inferred from figure legends",no,2
apintaric,135,Charadrius_aquilonius,Wills et al. 2003,Matakana Island,1992,1992,2000,22,4,14,0,0,4,0,18,,,,,,,,,,,,,,,,,,,daily,daily,unknown,30,,,yes,"Managed and unmanaged areas. Management included shifting nests to avoid flooding, predator exclosures, predator traps, predator poisoning, and public education.",,
apintaric,135,Charadrius_aquilonius,Wills et al. 2003,Matakana Island,1992,1993,2000,26,8,2,0,0,16,0,18,,,,,,,,,,,,,,,,,,,daily,daily,unknown,30,,,yes,"Managed and unmanaged areas. Management included shifting nests to avoid flooding, predator exclosures, predator traps, predator poisoning, and public education.",,
apintaric,135,Charadrius_aquilonius,Wills et al. 2003,Matakana Island,1992,1994,2000,32,9,9,2,0,12,0,23,,,,,,,,,,,,,,,,,,,daily,daily,unknown,30,,,yes,"Managed and unmanaged areas. Management included shifting nests to avoid flooding, predator exclosures, predator traps, predator poisoning, and public education.",,
apintaric,135,Charadrius_aquilonius,Wills et al. 2003,Matakana Island,1992,1995,2000,44,13,19,1,0,11,0,31,,,,,,,,,,,,,,,,,,,daily,daily,unknown,30,,,yes,"Managed and unmanaged areas. Management included shifting nests to avoid flooding, predator exclosures, predator traps, predator poisoning, and public education.",,
apintaric,135,Charadrius_aquilonius,Wills et al. 2003,Matakana Island,1992,1996,2000,46,12,23,1,0,10,0,34,,,,,,,,,,,,,,,,,,,daily,daily,unknown,30,,,yes,"Managed and unmanaged areas. Management included shifting nests to avoid flooding, predator exclosures, predator traps, predator poisoning, and public education.",,
apintaric,135,Charadrius_aquilonius,Wills et al. 2003,Matakana Island,1992,1997,2000,42,14,14,0,0,14,0,28,,,,,,,,,,,,,,,,,,,daily,daily,unknown,30,,,yes,"Managed and unmanaged areas. Management included shifting nests to avoid flooding, predator exclosures, predator traps, predator poisoning, and public education.",,
apintaric,135,Charadrius_aquilonius,Wills et al. 2003,Matakana Island,1992,1999,2000,25,17,4,0,0,4,0,8,,,,,,,,,,,,,,,,,,,daily,daily,unknown,30,,,yes,"Managed and unmanaged areas. Management included shifting nests to avoid flooding, predator exclosures, predator traps, predator poisoning, and public education.",,
apintaric,135,Charadrius_aquilonius,Wills et al. 2003,Matakana Island,1992,2000,2000,39,20,14,1,0,4,0,19,,,,,,,,,,,,,,,,,,,daily,daily,unknown,30,,,yes,"Managed and unmanaged areas. Management included shifting nests to avoid flooding, predator exclosures, predator traps, predator poisoning, and public education.",,
mcragnolini,136,Charadrius_hiaticula,"Messrs Heywood, Watts, Thompson & Chester (pers. comm. & Nest Record Cards) in Pienkowski 1984","Farne Islands, Northumberland",1975,1975,1975,u,u,u,u,u,u,u,7,,,0.9639,0.9381,0.9897,,,,,,,,,,95%CI,194,mayfield,observed,unknown,unknown,unknown,u,u,u,unknown,,,4
mcragnolini,136,Charadrius_hiaticula,N. K. Atkinson (pers. comm.) in Pienkowski 1984,"St Cyrus, Scotland",1974,1974,1975,u,u,27,1,u,4,u,32,,,0.9585,0.9199,0.9971,,,,,,,,,,95%CI,70.5,mayfield,observed,unknown,unknown,unknown,u,u,u,unknown,,,4
mcragnolini,136,Charadrius_hiaticula,N. K. Atkinson (pers. comm.) in Pienkowski 1984,"St Cyrus, Scotland",1974,1975,1975,u,u,47,1,u,3,u,50,,,0.8731,0.8335,0.9127,,,,,,,,,,95%CI,394,mayfield,observed,unknown,unknown,unknown,u,u,u,yes,"details of loss cause (table VII) do not sum up to the total number of losses (table IV); higher predation possibly caused by smaller size of arctic tern colony in 1975, which help agains aerial predators (crows are the main cause of predation in the site)",,4
mcragnolini,136,Charadrius_hiaticula,P. A. Snell (pers. comm.) in Pienkowski 1984,"Lindisfarne NNR, North Englang",1977,1977,1977,89,30,,,,,,59,,,,,,,,,,,,,,,,,,,unknown,unknown,unknown,u,u,u,no,details in Table XI;,,3
mcragnolini,136,Charadrius_hiaticula,Pienkowski 1984,"Lindisfarne NNR, North Englang",1974,1975,1976,35,10,14,1,0,2,10,25,,,0.9364,0.913,0.9598,,,,,,,,,,95%CI,393,mayfield,observed,unknown,unknown,unknown,u,u,u,no,"specific study area differs between years (not really comparable?); 10 nests disappeared due to unknown cause; 5 more failed nests reported for year 1975 on Ross Back Sands and Old Law (Table VII), discrepancy with TableIV where the site is not included, data not entered",,3
mcragnolini,136,Charadrius_hiaticula,Pienkowski 1984,"Lindisfarne NNR, North Englang",1974,1976,1976,76,19,21,0,1,5,30,57,,,0.9277,0.9102,0.9452,,,,,,,,,,95%CI,788,mayfield,observed,unknown,unknown,unknown,u,u,u,no,specific study area differs between years (not really comparable?); 30 nests disappeared due to unknown cause,,3
mcragnolini,136,Charadrius_hiaticula,Pienkowski 1984,"Mestersvig, Scoresby Land,",1974,1974,1974,13,u,6,0,0,0,0,6,,,0.967,0.9415,0.9925,,,,,,,,,,95%CI,182,mayfield,observed,unknown,unknown,unknown,u,u,u,yes,"exceptionally late season; ""Predators were the suspected cause of all nest losses at Mestersvig""; ""[...] rates of predation on wader eggs and young at Mestersvig were probably  higher than is typical  for NE Greenland, because of the higher density of predators around the station"", ""It is possible that tracks and activities of observers increased the predation rate on nests at Mestersvig""",,4
eweiser,137,Calidris_alpina,Jehl 1971,"Churchill, Manitoba",1964,all,1967,13,13,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Calidris_himantopus,Jehl 1971,"Churchill, Manitoba",1964,all,1967,43,38,5,0,0,0,0,5,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Calidris_minutilla,Jehl 1971,"Churchill, Manitoba",1964,all,1967,56,46,6,1,1,2,0,10,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Calidris_pusilla,Jehl 1971,"Churchill, Manitoba",1964,all,1967,8,8,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Charadrius_semipalmatus,Jehl 1971,"Churchill, Manitoba",1964,all,1967,15,14,0,1,0,0,0,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Gallinago_gallinago,Jehl 1971,"Churchill, Manitoba",1964,all,1967,3,1,2,0,0,0,0,2,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Limnodromus_griseus,Jehl 1971,"Churchill, Manitoba",1964,all,1967,8,8,0,0,0,0,0,0,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Limosa_haemastica,Jehl 1971,"Churchill, Manitoba",1964,all,1967,12,11,1,0,0,0,0,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Numenius_phaeopus,Jehl 1971,"Churchill, Manitoba",1964,all,1967,25,14,9,1,0,1,0,11,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Phalaropus_lobatus,Jehl 1971,"Churchill, Manitoba",1964,all,1967,4,3,1,0,0,0,0,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Pluvialis_dominica,Jehl 1971,"Churchill, Manitoba",1964,all,1967,8,3,0,4,1,0,0,5,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Tringa_flavipes,Jehl 1971,"Churchill, Manitoba",1964,all,1967,3,2,0,1,0,0,0,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
eweiser,137,Tringa_solitaria,Jehl 1971,"Churchill, Manitoba",1964,all,1967,1,0,1,0,0,0,0,1,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,,no,4
rlanctot,138,Calidris_minutilla,Cooper & Miller 1997,"Graham Island, British Columbia",1984,all,1988,353,201,93,22,,28,9,,,,,,,,,,,,,,,,,,,,1-2 per week,every_2nd,early incubation,,,,no,,no,4
rlanctot,138,Charadrius_semipalmatus,Cooper & Miller 1997,"Graham Island, British Columbia",1984,all,1988,71,26,12,4,,5,24,,,,,,,,,,,,,,,,,,,,1-2 per week,every_2nd,early incubation,,,,no,,no,4
rlanctot,138,Charadrius_vociferus,Cooper & Miller 1997,"Graham Island, British Columbia",1984,all,1988,14,2,5,1,,0,6,,,,,,,,,,,,,,,,,,,,1-2 per week,every_2nd,early incubation,,,,no,,no,4
apintaric,139,Charadrius_placidus,Katayama et al. 2010,"Tama River, Nagata district",2001,2002,2006,6,4,,,,,,,0.6,,,,,,,,0.54,0.23,1,,,,,,mayfield,incubation,1-2 per week,1-2 per week,unknown,,,,yes,Habitat was man-made gravel bar,,
apintaric,139,Charadrius_placidus,Katayama et al. 2010,"Tama River, Nagata district",2001,2003,2006,3,3,,,,,,,1,,,,,,,,1,1,1,,,,,,mayfield,incubation,1-2 per week,1-2 per week,unknown,,,,yes,Habitat was man-made gravel bar,,
apintaric,139,Charadrius_placidus,Katayama et al. 2010,"Tama River, Nagata district",2001,2004,2006,10,9,,,,,,,0.86,,,,,,,,0.8,0.52,1,,,,,,mayfield,incubation,1-2 per week,1-2 per week,unknown,,,,yes,Habitat was man-made gravel bar,,
apintaric,139,Charadrius_placidus,Katayama et al. 2010,"Tama River, Nagata district",2001,2006,2006,17,3,,,,,,,0.19,,,,,,,,0.003,0.0001,0.07,,,,,,mayfield,incubation,1-2 per week,1-2 per week,unknown,,,,yes,Habitat was man-made gravel bar,,
mbulla,140,Actitis_hypoleucos,Dolanský & Ždárek 2001,Orlice,1977,all,1988,41,19,4,1,,9,8,14,0.576,,,,,,,,,,,,,,,,,,unknown,unknown,unknown,23,,,no,"nests searched when incubation expected; 3 more ""nests"" found after hatching",no,2
mbulla,140,Charadrius_dubius,Dolanský & Ždárek 2001,Orlice,1976,all,1989,51,17,0,4,,19,11,23,0.425,,,,,,,,,,,,,,,,,,unknown,unknown,unknown,23,,,no,"nests searched when incubation expected; 3 more ""nests"" found after hatching",no,2
mcragnolini,141,Charadrius_dubius,"Cepáková et al. 2007, Cepáková et al. In litt.",Trebonsko,1999,all,2003,81,,20,,,20,,,,,,,,,,,0.379,,,,,,,u,mayfield,incubation,unknown,less than weekly,unknown,24,,,no,"comparison between fishponds and fields; overall nest success is average of 2 site types; fate of nests is not clear for all, but the number of depredated nest is confirmed ""Predation was the main cause of nest loss in fishponds (20 out of 41 lost nests, 48.8%), but no nest predation was recorded in fields.""",,4
rlanctot,142,Charadrius_wilsonia,Bergstrom 1982,"Laguna Atascosa National Wildlife Refuge, Texas",1979,1979,1979,29,6,,,,,,,,,,,,,,,0.3,,,,,,,,mayfield,observed,unknown,unknown,unknown,25,5,,no,list hatching success for many other species and talks about temperate/tropical change in hatching success,no,4
rlanctot,142,Charadrius_wilsonia,Bergstrom 1982,"Matagorda Island, Texas",1980,1980,1980,29,14,,,,,,,,,,,,,,,0.538,,,,,,,,mayfield,observed,unknown,unknown,unknown,25,5,,no,list hatching success for many other species and talks about temperate/tropical change in hatching success,no,4
mcragnolini,143,Charadrius_wilsonia,Brown & Brindock 2011,"St. Martin, Lesser Antilles",2004,all,2004,35,,10,,,3,9,22,0.371,,,,,,,,,,,,,,unknown,u,unknown,unknown,1-2 per week,1-2 per week,unknown,u,u,,no,,,5
rlanctot,144,Bartramia_longicauda,Kantrud & Higgins 1992,"North Dakota, South Dakota, Manitoba, Montana",1963,all,1991,617,,,,,,,,0.67,0.33,,,,,,,,,,,,,,,,,unknown,1-2 per week,unknown,,,,,"combined data across many studies so search effort, etc is all over",no,4
rlanctot,144,Catoptrophorus_semipalmatus / Tringa semipalmata,Kantrud & Higgins 1992,"North Dakota, South Dakota, Manitoba, Montana",1963,all,1991,79,,,,,,,,0.52,0.43,,,,,,,,,,,,,,,,,unknown,1-2 per week,unknown,,,,,"combined data across many studies so search effort, etc is all over",no,4
rlanctot,144,Charadrius_melodus,kantrud & Higgins 1992,"North Dakota, South Dakota, Manitoba, Montana",1963,all,1991,9,,,,,,,,0.67,0.33,,,,,,,,,,,,,,,,,unknown,1-2 per week,unknown,,,,,"combined data across many studies so search effort, etc is all over",no,4
rlanctot,144,Charadrius_vociferus,Kantrud & Higgins 1992,"North Dakota, South Dakota, Manitoba, Montana",1963,all,1991,135,,,,,,,,0.64,0.35,,,,,,,,,,,,,,,,,unknown,1-2 per week,unknown,,,,,"combined data across many studies so search effort, etc is all over",no,4
