"species","Locality","Latitude","Longitude","Belt","period","daily_survival_rate","daily_predation_rate","DPRtrans","DPR_assumption","Incubation_days","source_id","predated","hatched","infertile","other_failed","Failed_together","N.nests","obs_time","Exposure_days","years","mean_year","years_nr","References.and.notes","DPR","TPR"
"Calidris_alpina","Cape Krusenstern, Alaska",67.1,-163.5,"Arctic","after",NA,NA,"NO","NA",25,"132",25,47,NA,2,27,74,0.6,1058.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0236183278223902,0.44983815825757
"Calidris_mauri","Cape Krusenstern, Alaska",67.1,-163.5,"Arctic","after",NA,NA,"NO","NA",25,"132",73,47,NA,11,84,131,0.6,1524.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0478845523122335,0.706748470005796
"Calidris_pusilla","Cape Krusenstern, Alaska",67.1,-163.5,"Arctic","after",NA,NA,"NO","NA",23.5,"132",56,79,NA,5,61,140,0.6,1611,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0347610180012415,0.564569301504029
"Phalaropus_lobatus","Cape Krusenstern, Alaska",67.1,-163.5,"Arctic","after",NA,NA,"NO","NA",22.5,"132",36,19,NA,1,37,56,0.6,585.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0614859094790777,0.760162029574889
"Arenaria_melanocephala","Cape Krusenstern, Alaska",67.1,-163.5,"Arctic","after",NA,NA,"NO","NA",NA,"132",3,0,NA,0,3,3,0.6,24,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0.125,NA
"Limnodromus_scolopaceus","Cape Krusenstern, Alaska",67.1,-163.5,"Arctic","after",NA,NA,"NO","NA",24.25,"132",0,1,NA,0,0,1,0.6,19,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0,0
"Pluvialis_squatarola","Cape Krusenstern, Alaska",67.1,-163.5,"Arctic","after",NA,NA,"NO","NA",31.75,"132",0,1,NA,0,0,1,0.6,13,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0,0
"Phalaropus_fulicarius","Cape Krusenstern, Alaska",67.1,-163.5,"Arctic","after",NA,NA,"NO","NA",22.8,"132",1,0,NA,0,1,1,0.6,20.5,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0.0487804878048781,0.680256954672031
"Calidris_alpina","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",25,"132",25,79,NA,6,31,110,0.6,1493.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.016739203213927,0.344280501634369
"Numenius_phaeopus","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",29,"132",82,59,NA,8,90,149,0.6,1620.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.0506016661524221,0.77817755330306
"Phalaropus_lobatus","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",22.5,"132",3,9,NA,1,4,13,0.6,189.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.0158311345646438,0.301660686864921
"Calidris_himantopus","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",24,"132",1,5,NA,0,1,6,0.6,78.5,"2011-2014",2012.5,3,"Arctic Shorebird Demographics Network 2016",0.0127388535031847,0.264861617732869
"Calidris_minutilla","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",24,"132",1,18,NA,2,3,21,0.6,255,"2011-2014",2012.5,3,"Arctic Shorebird Demographics Network 2016",0.00392156862745098,0.0899927162272082
"Limnodromus_griseus","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",25,"132",6,16,NA,1,7,23,0.6,262,"2011-2014",2012.5,3,"Arctic Shorebird Demographics Network 2016",0.0229007633587786,0.439640357164461
"Limosa_haemastica","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",27,"132",7,12,NA,1,8,20,0.6,201.5,"2011-2014",2012.5,3,"Arctic Shorebird Demographics Network 2016",0.0347394540942928,0.615051182412264
"Pluvialis_dominica","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",32.25,"132",4,25,NA,1,5,30,0.6,397,"2011-2014",2012.5,3,"Arctic Shorebird Demographics Network 2016",0.0100755667506297,0.27861699516539
"Charadrius_semipalmatus","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",28,"132",11,44,NA,12,23,67,0.6,1003,"2011-2014",2012.5,2,"Arctic Shorebird Demographics Network 2016",0.0109670987038883,0.265654064010527
"Charadrius_vociferus","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",28.55,"132",1,0,NA,0,1,1,0.6,11,"2011-2014",2012.5,1,"Arctic Shorebird Demographics Network 2016",0.0909090909090909,0.934198038654549
"Gallinago_delicata","Churchill, Manitoba",58.698,-93.942,"North temperate","after",NA,NA,"NO","NA",23,"132",1,0,NA,0,1,1,0.6,4.5,"2011-2014",2012.5,1,"Arctic Shorebird Demographics Network 2016",0.222222222222222,0.996912000628844
"Arenaria_interpres","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",25.9,"132",8,2,NA,0,8,10,0.6,61,"2004-2014",2009,2,"Arctic Shorebird Demographics Network 2016",0.131147540983607,0.973775797133187
"Calidris_alpina","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",25,"132",2,34,NA,1,3,37,0.6,435.5,"2004-2014",2009,4,"Arctic Shorebird Demographics Network 2016",0.00459242250287026,0.108700707650526
"Calidris_fuscicollis","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",26,"132",0,10,NA,0,0,10,0.6,134,"2004-2014",2009,3,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_pusilla","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",23.5,"132",9,98,NA,0,9,107,0.6,1345.5,"2004-2014",2009,4,"Arctic Shorebird Demographics Network 2016",0.00668896321070234,0.145910007249709
"Phalaropus_fulicarius","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",22.8,"132",4,15,NA,0,4,19,0.6,237.5,"2004-2014",2009,4,"Arctic Shorebird Demographics Network 2016",0.0168421052631579,0.32109254527347
"Pluvialis_dominica","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",32.25,"132",4,8,NA,1,5,13,0.6,208.5,"2004-2014",2009,4,"Arctic Shorebird Demographics Network 2016",0.0191846522781775,0.464587001794596
"Pluvialis_squatarola","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",31.75,"132",5,4,NA,0,5,9,0.6,99,"2004-2014",2009,3,"Arctic Shorebird Demographics Network 2016",0.0505050505050505,0.807073483229675
"Calidris_melanotos","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",26,"132",0,3,NA,0,0,3,0.6,37,"2004-2014",2009,1,"Arctic Shorebird Demographics Network 2016",0,0
"Charadrius_semipalmatus","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",28,"132",2,0,NA,0,2,2,0.6,8,"2004-2014",2009,1,"Arctic Shorebird Demographics Network 2016",0.25,0.999682520728587
"Phalaropus_lobatus","Coats Island",62.855204,-82.498505,"Arctic","after",NA,NA,"NO","NA",22.5,"132",1,0,NA,0,1,1,0.6,9.5,"2004-2014",2009,1,"Arctic Shorebird Demographics Network 2016",0.105263157894737,0.918126244896089
"Arenaria_interpres","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",25.9,"132",16,16,NA,0,16,32,0.6,289.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.0552677029360967,0.770650946863169
"Calidris_alpina","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",25,"132",14,33,NA,1,15,48,0.6,695.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.0201294033069734,0.398524217168851
"Calidris_melanotos","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",26,"132",7,15,NA,0,7,22,0.6,271,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.025830258302583,0.493592025613791
"Calidris_pusilla","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",23.5,"132",93,232,NA,5,98,330,0.6,4337.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.0214409221902017,0.399109029758253
"Charadrius_semipalmatus","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",28,"132",0,1,NA,0,0,1,0.6,21.5,"2011-2014",2012.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Limnodromus_scolopaceus","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",24.25,"132",1,1,NA,0,1,2,0.6,5.5,"2011-2014",2012.5,2,"Arctic Shorebird Demographics Network 2016",0.181818181818182,0.992297916212319
"Limosa_lapponica","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",24.75,"132",0,1,NA,0,0,1,0.6,12.5,"2011-2014",2012.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Phalaropus_fulicarius","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",22.8,"132",20,43,NA,5,25,68,0.6,811.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.0246457178065311,0.43388767932558
"Phalaropus_lobatus","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",22.5,"132",17,48,NA,4,21,69,0.6,898.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.0189204229271007,0.349353209595589
"Pluvialis_squatarola","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",31.75,"132",5,15,NA,1,6,21,0.6,452.5,"2011-2014",2012.5,4,"Arctic Shorebird Demographics Network 2016",0.0110497237569061,0.297269211552384
"Calidris_himantopus","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",24,"132",0,1,NA,0,0,1,0.6,9,"2011-2014",2012.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Pluvialis_dominica","Colville River Delta, Alaska",70.4,-150.7,"Arctic","after",NA,NA,"NO","NA",32.25,"132",3,0,NA,0,3,3,0.6,33.5,"2011-2014",2012.5,3,"Arctic Shorebird Demographics Network 2016",0.0895522388059701,0.951473966689996
"Arenaria_interpres","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",25.9,"132",2,1,NA,0,2,3,0.6,30,"2013-2014",2013.5,2,"Arctic Shorebird Demographics Network 2016",0.0666666666666667,0.832524025112499
"Calidris_bairdii","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",24.3,"132",1,2,NA,0,1,3,0.6,33.5,"2013-2014",2013.5,2,"Arctic Shorebird Demographics Network 2016",0.0298507462686567,0.521174952090243
"Calidris_fuscicollis","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",26,"132",11,10,NA,0,11,21,0.6,216.5,"2013-2014",2013.5,2,"Arctic Shorebird Demographics Network 2016",0.0508083140877598,0.742247988273392
"Calidris_pusilla","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",23.5,"132",8,5,NA,0,8,13,0.6,84.5,"2013-2014",2013.5,2,"Arctic Shorebird Demographics Network 2016",0.0946745562130177,0.903414692728446
"Phalaropus_fulicarius","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",22.8,"132",19,11,NA,0,19,30,0.6,289.5,"2013-2014",2013.5,2,"Arctic Shorebird Demographics Network 2016",0.0656303972366149,0.78727115043358
"Pluvialis_dominica","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",32.25,"132",6,16,NA,0,6,22,0.6,312.5,"2013-2014",2013.5,2,"Arctic Shorebird Demographics Network 2016",0.0192,0.464857129490726
"Pluvialis_squatarola","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",31.75,"132",1,3,NA,0,1,4,0.6,57.5,"2013-2014",2013.5,2,"Arctic Shorebird Demographics Network 2016",0.0173913043478261,0.427092972678862
"Calidris_alpina","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",25,"132",0,1,NA,0,0,1,0.6,7,"2013-2014",2013.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_maritima","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",25.75,"132",0,1,NA,0,0,1,0.6,23,"2013-2014",2013.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_melanotos","Igloolik",69.4,-81.6,"Arctic","after",NA,NA,"NO","NA",26,"132",1,0,NA,0,1,1,0.6,2.5,"2013-2014",2013.5,1,"Arctic Shorebird Demographics Network 2016",0.4,0.999998294182718
"Calidris_alpina","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",25,"132",34,22,NA,0,34,56,0.6,567,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0599647266313933,0.78689003716527
"Calidris_melanotos","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",26,"132",17,5,NA,1,18,23,0.6,162,"2010-2014",2012,4,"Arctic Shorebird Demographics Network 2016",0.104938271604938,0.94400133417627
"Calidris_pusilla","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",23.5,"132",90,107,NA,6,96,203,0.6,2299,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.039147455415398,0.608768785196412
"Phalaropus_fulicarius","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",22.8,"132",21,40,NA,1,22,62,0.6,617,"2010-2014",2012,4,"Arctic Shorebird Demographics Network 2016",0.0340356564019449,0.545940274647284
"Phalaropus_lobatus","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",22.5,"132",25,25,NA,3,28,53,0.6,457.5,"2010-2014",2012,4,"Arctic Shorebird Demographics Network 2016",0.0546448087431694,0.717584972917979
"Limnodromus_scolopaceus","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",24.25,"132",14,1,NA,0,14,15,0.6,114,"2010-2014",2012,3,"Arctic Shorebird Demographics Network 2016",0.12280701754386,0.958307555904884
"Pluvialis_squatarola","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",31.75,"132",7,2,NA,0,7,9,0.6,87.5,"2010-2014",2012,3,"Arctic Shorebird Demographics Network 2016",0.08,0.929162452278777
"Tryngites_subruficollis","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",27,"132",2,0,NA,0,2,2,0.6,10,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0.2,0.997582148360771
"Limosa_lapponica","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",24.75,"132",2,0,NA,0,2,2,0.6,8,"2010-2014",2012,2,"Arctic Shorebird Demographics Network 2016",0.25,0.999191339427465
"Pluvialis_dominica","Ikpikpuk, Alaska",70.6,-154.7,"Arctic","after",NA,NA,"NO","NA",32.25,"132",4,1,NA,0,4,5,0.6,40,"2010-2014",2012,2,"Arctic Shorebird Demographics Network 2016",0.1,0.966555790949952
"Arenaria_interpres","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",25.9,"132",0,1,NA,0,0,1,0.6,13,"2010-2013",2011.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_melanotos","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",26,"132",5,5,NA,1,6,11,0.6,132.5,"2010-2013",2011.5,2,"Arctic Shorebird Demographics Network 2016",0.0377358490566038,0.632165916127454
"Calidris_pusilla","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",23.5,"132",2,19,NA,0,2,21,0.6,303,"2010-2013",2011.5,2,"Arctic Shorebird Demographics Network 2016",0.0066006600660066,0.144123944132623
"Phalaropus_fulicarius","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",22.8,"132",1,2,NA,1,2,4,0.6,51.5,"2010-2013",2011.5,2,"Arctic Shorebird Demographics Network 2016",0.0194174757281553,0.360502871151423
"Calidris_alpina","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",25,"132",0,2,NA,0,0,2,0.6,30,"2010-2013",2011.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_himantopus","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",24,"132",0,2,NA,0,0,2,0.6,38,"2010-2013",2011.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Tryngites_subruficollis","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",27,"132",1,1,NA,0,1,2,0.6,35,"2010-2013",2011.5,1,"Arctic Shorebird Demographics Network 2016",0.0285714285714286,0.542813326507442
"Limnodromus_scolopaceus","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",24.25,"132",2,3,NA,0,2,5,0.6,58.5,"2010-2013",2011.5,1,"Arctic Shorebird Demographics Network 2016",0.0341880341880342,0.56982505967749
"Phalaropus_lobatus","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",22.5,"132",2,8,NA,0,2,10,0.6,117,"2010-2013",2011.5,1,"Arctic Shorebird Demographics Network 2016",0.0170940170940171,0.321547388224498
"Pluvialis_dominica","Kuparuk Oilfield, North Slope, Alaska",70.38,-149.534,"Arctic","after",NA,NA,"NO","NA",32.25,"132",0,2,NA,0,0,2,0.6,41,"2010-2013",2011.5,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_ferruginea","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",24.7,"132",0,3,NA,0,0,3,0.6,37,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_temminckii","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",24.8,"132",0,21,NA,0,0,21,0.6,129,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0,0
"Phalaropus_lobatus","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",22.5,"132",2,10,NA,0,2,12,0.6,86,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0.0232558139534884,0.411063076401216
"Pluvialis_fulva","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",33.25,"132",12,1,NA,0,12,13,0.6,105.5,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0.113744075829384,0.981955627716469
"Pluvialis_squatarola","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",31.75,"132",4,0,NA,0,4,4,0.6,17,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0.235294117647059,0.999800037673044
"Tringa_erythropus","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",27.75,"132",1,1,NA,0,1,2,0.6,4.5,"2012-2014",2013,2,"Arctic Shorebird Demographics Network 2016",0.222222222222222,0.999064075160879
"Calidris_ruficollis","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",25.5,"132",0,1,NA,0,0,1,0.6,21,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0,0
"Gallinago_gallinago","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",23,"132",1,2,NA,0,1,3,0.6,25.5,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0.0392156862745098,0.601529852654015
"Limnodromus_scolopaceus","Lower Khatanga River",72.906,106.104,"Arctic","after",NA,NA,"NO","NA",24.25,"132",0,1,NA,0,0,1,0.6,6,"2012-2014",2013,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_himantopus","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",24,"132",3,3,NA,2,5,8,0.6,105.5,"2010-2014",2012,3,"Arctic Shorebird Demographics Network 2016",0.028436018957346,0.499604105121856
"Calidris_pusilla","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",23.5,"132",9,30,NA,4,13,43,0.6,423,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0212765957446809,0.396733258503788
"Charadrius_semipalmatus","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",28,"132",2,20,NA,1,3,23,0.6,479.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.00417101147028154,0.110443774172964
"Limnodromus_scolopaceus","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",24.25,"132",0,3,NA,0,0,3,0.6,28,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0,0
"Numenius_phaeopus","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",29,"132",26,16,NA,1,27,43,0.6,516.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0503388189738625,0.776389655884496
"Calidris_melanotos","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",26,"132",7,10,NA,1,8,18,0.6,155,"2010-2014",2012,4,"Arctic Shorebird Demographics Network 2016",0.0451612903225806,0.699267442364436
"Calidris_minutilla","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",24,"132",0,4,NA,0,0,4,0.6,45.5,"2010-2014",2012,2,"Arctic Shorebird Demographics Network 2016",0,0
"Pluvialis_dominica","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",32.25,"132",0,1,NA,0,0,1,0.6,24,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0,0
"Limosa_haemastica","Mackenzie River Delta (Niglintgak, Island)",69.045,-135.048,"Arctic","after",NA,NA,"NO","NA",27,"132",2,1,NA,1,3,4,0.6,55,"2010-2014",2012,3,"Arctic Shorebird Demographics Network 2016",0.0363636363636364,0.632162618055894
"Calidris_alba","Southampot Island, East Bay migratory bird sanctuary",64.017,-81.783,"Arctic","after",NA,NA,"NO","NA",30.5,"132",0,1,NA,0,0,1,0.6,20,"2010-2014",2012,1,"Arctic Shorebird Demographics Network 2016",0,0
"Calidris_fuscicollis","Southampot Island, East Bay migratory bird sanctuary",64.017,-81.783,"Arctic","after",NA,NA,"NO","NA",26,"132",40,22,NA,1,41,63,0.6,626.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0638467677573823,0.820104429853748
"Charadrius_semipalmatus","Southampot Island, East Bay migratory bird sanctuary",64.017,-81.783,"Arctic","after",NA,NA,"NO","NA",28,"132",17,11,NA,0,17,28,0.6,305.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0556464811783961,0.798734710838015
"Phalaropus_fulicarius","Southampot Island, East Bay migratory bird sanctuary",64.017,-81.783,"Arctic","after",NA,NA,"NO","NA",22.8,"132",28,7,NA,3,31,38,0.6,280.5,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.0998217468805704,0.90907356067588
"Pluvialis_squatarola","Southampot Island, East Bay migratory bird sanctuary",64.017,-81.783,"Arctic","after",NA,NA,"NO","NA",31.75,"132",17,15,NA,3,20,35,0.6,458,"2010-2014",2012,5,"Arctic Shorebird Demographics Network 2016",0.037117903930131,0.699083301043569
"Calidris_alpina","Southampot Island, East Bay migratory bird sanctuary",64.017,-81.783,"Arctic","after",NA,NA,"NO","NA",25,"132",6,2,NA,0,6,8,0.6,75.5,"2010-2014",2012,4,"Arctic Shorebird Demographics Network 2016",0.0794701986754967,0.873832840945895
"Pluvialis_dominica","Southampot Island, East Bay migratory bird sanctuary",64.017,-81.783,"Arctic","after",NA,NA,"NO","NA",32.25,"132",4,1,NA,0,4,5,0.6,51.5,"2010-2014",2012,2,"Arctic Shorebird Demographics Network 2016",0.0776699029126214,0.926279924076308
"Calidris_pusilla","Southampot Island, East Bay migratory bird sanctuary",64.017,-81.783,"Arctic","after",NA,NA,"NO","NA",23.5,"132",3,1,NA,0,3,4,0.6,33,"2010-2014",2012,2,"Arctic Shorebird Demographics Network 2016",0.0909090909090909,0.893519054507319
"Charadrius_semipalmatus","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"YES","NA",28,"4, 500",NA,NA,NA,NA,NA,NA,0.5,0,"1996-2018",2008.26315789474,19,"BioBasis Monitoring Programme, Zackenberg",NA,NA
"Calidris_melanotos","Zackenberg",74.478,-20.555,"Arctic","after",NA,NA,"YES","NA",26,"4",NA,NA,NA,NA,NA,NA,0.5,0,"2007-2018",2012.5,3,"BioBasis Monitoring Programme, Zackenberg",NA,NA
"Charadrius_semipalmatus","Zackenberg",74.478,-20.555,"Arctic","before",NA,NA,"YES","NA",28,"500",NA,NA,NA,NA,NA,NA,0.5,0,"1996-2006",2001,4,"BioBasis Monitoring Programme, Zackenberg",NA,NA
"Phalaropus_fulicarius","Zackenberg",74.478,-20.555,"Arctic","before",NA,NA,"YES","NA",22.8,"500",NA,NA,NA,NA,NA,NA,0.5,0,"1996-2006",2001,4,"BioBasis Monitoring Programme, Zackenberg",NA,NA
