"who","source_id","species","ref_abb","locality","start_year","year","end_year","nests_hatched","nests_predated","nests_abandoned","nests_infertile","nests_failed_other_cause","nests_unknown_fate","prop_hatched","prop_predated","daily_survival_rate","ds_lwr","ds_upr","daily_predation_rate","dp_lwr","dp_upr","overall_nest_success","os_lwr","os_upr","overall_predation_rate","op_lwr","op_upr","uncertainty","exposure_days","estimation_method","nest_exposure_interval","nest_search_frequency","nest_check_frequency","when_most_nests_found","incubation_period","egg_laying_period","incubation.laying_period","study_anomaly","comments","nest.level.data.in..nests.","Data.quality","Incubation_days","DPR_assumption","obs_time","years_nr","mean_year","Failed_together","N.nests","DPRtrans","period","Longitude","Latitude","Belt","DPR","TPR"
"eweiser",50,"Charadrius_montanus","Dinsmore et al. 2002","north-central Montana",1995,"all",2000,177,255,NA,NA,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95%CI",5542,NA,"incubation","less than weekly","1-2 per week","early incubation","29",NA,NA,"no","No info on predation; source seemed to assume failed = depredated; searched >=3 times per year; nests checked every 3-7 days;",NA,NA,31.5,"Fail_is_depr",0.5,6,1997.5,255,432,"NO","before",-108.017,47.8,"North temperate",0.0460122699386503,0.773223602364198
"mcragnolini",57,"Chionis_albus","Favero 1993","King George Island, Nelson Island",1989,"all",1991,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,464,NA,NA,NA,"1-2 per week",NA,"28",NA,NA,"no","no cases of predation at nests during the study; no other information about the fate of the nests; nest losses due to environmental causes (nest in highly humid spot)",NA,4,32,"Fail_is_depr",0.5,3,1990,0,29,"YES","before",-58.693,-62.168,"South temperate",0,0
"rlanctot",58,"Calidris_alpina","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,12,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.85,0.87,NA,NA,NA,"95%CI",156.25,"mayfield",NA,"less than weekly","1-2 per week",NA,"22",NA,NA,"no",NA,"no",5,25,"Fail_is_depr",0.5,1,1990.5,1,13,"YES","before",-149.534,70.38,"Arctic",0.0064,0.148294266538977
"rlanctot",58,"Calidris_himantopus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,"95%CI",48,"mayfield",NA,"less than weekly","1-2 per week",NA,"21",NA,NA,"no",NA,"no",5,24,"Fail_is_depr",0.5,1,1990.5,0,4,"YES","before",-149.534,70.38,"Arctic",0,0
"rlanctot",58,"Calidris_melanotos","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.74,0.78,NA,NA,NA,"95%CI",123.5,"mayfield",NA,"less than weekly","1-2 per week",NA,"23",NA,NA,"no",NA,"no",5,26,"Fail_is_depr",0.5,1,1990.5,1,10,"YES","before",-149.534,70.38,"Arctic",0.00809716599190283,0.190536242365563
"rlanctot",58,"Calidris_pusilla","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,40,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.83,0.85,NA,NA,NA,"95%CI",499.375,"mayfield",NA,"less than weekly","1-2 per week",NA,"20",NA,NA,"no",NA,"no",5,23.5,"Fail_is_depr",0.5,1,1990.5,5,45,"YES","before",-149.534,70.38,"Arctic",0.0100125156445557,0.210598316377094
"rlanctot",58,"Limnodromus_scolopaceus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,"95%CI",12.125,"mayfield",NA,"less than weekly","1-2 per week",NA,"21",NA,NA,"no",NA,"no",5,24.25,"Fail_is_depr",0.5,1,1990.5,0,1,"YES","before",-149.534,70.38,"Arctic",0,0
"rlanctot",58,"Phalaropus_fulicarius","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,0.88,0.9,NA,NA,NA,"95%CI",131.1,"mayfield",NA,"less than weekly","1-2 per week",NA,"20",NA,NA,"no",NA,"no",5,22.8,"Fail_is_depr",0.5,1,1990.5,1,12,"YES","before",-149.534,70.38,"Arctic",0.007627765064836,0.160190097855784
"rlanctot",58,"Pluvialis_dominica","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.48,0.58,NA,NA,NA,"95%CI",72.5625,"mayfield",NA,"less than weekly","1-2 per week",NA,"26",NA,NA,"no",NA,"no",5,32.25,"Fail_is_depr",0.5,1,1990.5,1,5,"YES","before",-149.534,70.38,"Arctic",0.0137812230835487,0.360798392156192
"rlanctot",58,"Pluvialis_squatarola","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.6,0.66,NA,NA,NA,"95%CI",87.3125,"mayfield",NA,"less than weekly","1-2 per week",NA,"27",NA,NA,"no",NA,"no",5,31.75,"Fail_is_depr",0.5,1,1990.5,1,6,"YES","before",-149.534,70.38,"Arctic",0.0114531138153185,0.30631324751279
"rlanctot",58,"Tryngites_subruficollis","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1989",1992,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,"95%CI",13.5,"mayfield",NA,"less than weekly","1-2 per week",NA,"24",NA,NA,"no",NA,"no",5,27,"Fail_is_depr",0.5,1,1990.5,0,1,"YES","before",-149.534,70.38,"Arctic",0,0
"rlanctot",58,"Calidris_alpina","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58,0.54,0.62,NA,NA,NA,"95%CI",75,"mayfield",NA,"less than weekly","1-2 per week",NA,"22",NA,NA,"no",NA,"no",5,25,"Fail_is_depr",0.5,1,1990.5,2,7,"YES","before",-149.534,70.38,"Arctic",0.0266666666666667,0.491208416877387
"rlanctot",58,"Calidris_himantopus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,0.62,0.7,NA,NA,NA,"95%CI",66,"mayfield",NA,"less than weekly","1-2 per week",NA,"21",NA,NA,"no",NA,"no",5,24,"Fail_is_depr",0.5,1,1990.5,1,6,"YES","before",-149.534,70.38,"Arctic",0.0151515151515152,0.306787945145961
"rlanctot",58,"Calidris_melanotos","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,49,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.74,0.73,0.75,NA,NA,NA,"95%CI",689,"mayfield",NA,"less than weekly","1-2 per week",NA,"23",NA,NA,"no",NA,"no",5,26,"Fail_is_depr",0.5,1,1990.5,8,57,"YES","before",-149.534,70.38,"Arctic",0.011611030478955,0.261883115224413
"rlanctot",58,"Calidris_pusilla","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,40,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,0.77,0.79,NA,NA,NA,"95%CI",511.125,"mayfield",NA,"less than weekly","1-2 per week",NA,"20",NA,NA,"no",NA,"no",5,23.5,"Fail_is_depr",0.5,1,1990.5,7,47,"YES","before",-149.534,70.38,"Arctic",0.0136952800195647,0.276795501060613
"rlanctot",58,"Limnodromus_scolopaceus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,7,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.7,0.74,NA,NA,NA,"95%CI",97,"mayfield",NA,"less than weekly","1-2 per week",NA,"21",NA,NA,"no",NA,"no",5,24.25,"Fail_is_depr",0.5,1,1990.5,2,9,"YES","before",-149.534,70.38,"Arctic",0.0206185567010309,0.396631167904512
"rlanctot",58,"Phalaropus_fulicarius","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,16,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,0.85,0.87,NA,NA,NA,"95%CI",188.1,"mayfield",NA,"less than weekly","1-2 per week",NA,"20",NA,NA,"no",NA,"no",5,22.8,"Fail_is_depr",0.5,1,1990.5,1,17,"YES","before",-149.534,70.38,"Arctic",0.00531632110579479,0.114440357135771
"rlanctot",58,"Phalaropus_lobatus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.44,0.36,0.52,NA,NA,NA,"95%CI",16.875,"mayfield",NA,"less than weekly","1-2 per week",NA,"19",NA,NA,"no",NA,"no",5,22.5,"Fail_is_depr",0.5,1,1990.5,1,2,"YES","before",-149.534,70.38,"Arctic",0.0592592592592593,0.747027140204994
"rlanctot",58,"Pluvialis_dominica","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,0.58,0.66,NA,NA,NA,"95%CI",56.4375,"mayfield",NA,"less than weekly","1-2 per week",NA,"26",NA,NA,"no",NA,"no",5,32.25,"Fail_is_depr",0.5,1,1990.5,1,4,"YES","before",-149.534,70.38,"Arctic",0.017718715393134,0.438167585396968
"rlanctot",58,"Pluvialis_squatarola","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.54,0.6,NA,NA,NA,"95%CI",95.25,"mayfield",NA,"less than weekly","1-2 per week",NA,"27",NA,NA,"no",NA,"no",5,31.75,"Fail_is_depr",0.5,1,1990.5,2,7,"YES","before",-149.534,70.38,"Arctic",0.020997375328084,0.490214554348491
"rlanctot",58,"Tryngites_subruficollis","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1990",1992,14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,0.74,0.76,NA,NA,NA,"95%CI",209.25,"mayfield",NA,"less than weekly","1-2 per week",NA,"24",NA,NA,"no",NA,"no",5,27,"Fail_is_depr",0.5,1,1990.5,3,17,"YES","before",-149.534,70.38,"Arctic",0.014336917562724,0.322874381903343
"rlanctot",58,"Calidris_alpina","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.82,0.86,NA,NA,NA,"95%CI",93.75,"mayfield",NA,"less than weekly","1-2 per week",NA,"22",NA,NA,"no",NA,"no",5,25,"Fail_is_depr",0.5,1,1990.5,1,8,"YES","before",-149.534,70.38,"Arctic",0.0106666666666667,0.235168005321947
"rlanctot",58,"Calidris_himantopus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,0.77,0.81,NA,NA,NA,"95%CI",78,"mayfield",NA,"less than weekly","1-2 per week",NA,"21",NA,NA,"no",NA,"no",5,24,"Fail_is_depr",0.5,1,1990.5,1,7,"YES","before",-149.534,70.38,"Arctic",0.0128205128205128,0.266319562235273
"rlanctot",58,"Calidris_melanotos","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,12,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,0.68,0.72,NA,NA,NA,"95%CI",175.5,"mayfield",NA,"less than weekly","1-2 per week",NA,"23",NA,NA,"no",NA,"no",5,26,"Fail_is_depr",0.5,1,1990.5,3,15,"YES","before",-149.534,70.38,"Arctic",0.0170940170940171,0.361278634413945
"rlanctot",58,"Calidris_pusilla","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,37,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,0.76,0.78,NA,NA,NA,"95%CI",475.875,"mayfield",NA,"less than weekly","1-2 per week",NA,"20",NA,NA,"no",NA,"no",5,23.5,"Fail_is_depr",0.5,1,1990.5,7,44,"YES","before",-149.534,70.38,"Arctic",0.0147097452061991,0.294075260230571
"rlanctot",58,"Limnodromus_scolopaceus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.44,0.56,NA,NA,NA,"95%CI",36.375,"mayfield",NA,"less than weekly","1-2 per week",NA,"21",NA,NA,"no",NA,"no",5,24.25,"Fail_is_depr",0.5,1,1990.5,0,3,"YES","before",-149.534,70.38,"Arctic",0,0
"rlanctot",58,"Phalaropus_fulicarius","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,"95%CI",79.8,"mayfield",NA,"less than weekly","1-2 per week",NA,"20",NA,NA,"no",NA,"no",5,22.8,"Fail_is_depr",0.5,1,1990.5,0,7,"YES","before",-149.534,70.38,"Arctic",0,0
"rlanctot",58,"Phalaropus_lobatus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,"95%CI",56.25,"mayfield",NA,"less than weekly","1-2 per week",NA,"19",NA,NA,"no",NA,"no",5,22.5,"Fail_is_depr",0.5,1,1990.5,0,5,"YES","before",-149.534,70.38,"Arctic",0,0
"rlanctot",58,"Pluvialis_dominica","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.51,0.57,NA,NA,NA,"95%CI",120.9375,"mayfield",NA,"less than weekly","1-2 per week",NA,"26",NA,NA,"no",NA,"no",5,32.25,"Fail_is_depr",0.5,1,1990.5,3,9,"YES","before",-149.534,70.38,"Arctic",0.0248062015503876,0.55518183045127
"rlanctot",58,"Pluvialis_squatarola","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,"95%CI",63.5,"mayfield",NA,"less than weekly","1-2 per week",NA,"27",NA,NA,"no",NA,"no",5,31.75,"Fail_is_depr",0.5,1,1990.5,0,4,"YES","before",-149.534,70.38,"Arctic",0,0
"rlanctot",58,"Tryngites_subruficollis","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1991",1992,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,0.37,0.47,NA,NA,NA,"95%CI",40.5,"mayfield",NA,"less than weekly","1-2 per week",NA,"24",NA,NA,"no",NA,"no",5,27,"Fail_is_depr",0.5,1,1990.5,2,4,"YES","before",-149.534,70.38,"Arctic",0.0493827160493827,0.74522660758416
"rlanctot",58,"Calidris_alpina","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,0.69,0.75,NA,NA,NA,"95%CI",81.25,"mayfield",NA,"less than weekly","1-2 per week",NA,"22",NA,NA,"no",NA,"no",5,25,"Fail_is_depr",0.5,1,1990.5,1,7,"YES","before",-149.534,70.38,"Arctic",0.0123076923076923,0.266260692239514
"rlanctot",58,"Calidris_himantopus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,9,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57,0.54,0.6,NA,NA,NA,"95%CI",126,"mayfield",NA,"less than weekly","1-2 per week",NA,"21",NA,NA,"no",NA,"no",5,24,"Fail_is_depr",0.5,1,1990.5,3,12,"YES","before",-149.534,70.38,"Arctic",0.0238095238095238,0.439172124538924
"rlanctot",58,"Calidris_melanotos","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,33,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.68,0.67,0.69,NA,NA,NA,"95%CI",481,"mayfield",NA,"less than weekly","1-2 per week",NA,"23",NA,NA,"no",NA,"no",5,26,"Fail_is_depr",0.5,1,1990.5,8,41,"YES","before",-149.534,70.38,"Arctic",0.0166320166320166,0.353426838689543
"rlanctot",58,"Calidris_pusilla","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,38,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.84,0.83,0.85,NA,NA,NA,"95%CI",475.875,"mayfield",NA,"less than weekly","1-2 per week",NA,"20",NA,NA,"no",NA,"no",5,23.5,"Fail_is_depr",0.5,1,1990.5,5,43,"YES","before",-149.534,70.38,"Arctic",0.0105069608615708,0.219811634502304
"rlanctot",58,"Limnodromus_scolopaceus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,"95%CI",42.4375,"mayfield",NA,"less than weekly","1-2 per week",NA,"21",NA,NA,"no",NA,"no",5,24.25,"Fail_is_depr",0.5,1,1990.5,1,4,"YES","before",-149.534,70.38,"Arctic",0.0235640648011782,0.439131515425613
"rlanctot",58,"Phalaropus_fulicarius","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,15,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,0.5,0.56,NA,NA,NA,"95%CI",199.5,"mayfield",NA,"less than weekly","1-2 per week",NA,"20",NA,NA,"no",NA,"no",5,22.8,"Fail_is_depr",0.5,1,1990.5,5,20,"YES","before",-149.534,70.38,"Arctic",0.025062656641604,0.439379610796073
"rlanctot",58,"Phalaropus_lobatus","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,0.58,0.68,NA,NA,NA,"95%CI",39.375,"mayfield",NA,"less than weekly","1-2 per week",NA,"19",NA,NA,"no",NA,"no",5,22.5,"Fail_is_depr",0.5,1,1990.5,1,4,"YES","before",-149.534,70.38,"Arctic",0.0253968253968254,0.43943498741921
"rlanctot",58,"Pluvialis_dominica","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.29,0.24,0.34,NA,NA,NA,"95%CI",64.5,"mayfield",NA,"less than weekly","1-2 per week",NA,"26",NA,NA,"no",NA,"no",5,32.25,"Fail_is_depr",0.5,1,1990.5,4,6,"YES","before",-149.534,70.38,"Arctic",0.062015503875969,0.873144285561942
"rlanctot",58,"Pluvialis_squatarola","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.47,0.53,NA,NA,NA,"95%CI",103.1875,"mayfield",NA,"less than weekly","1-2 per week",NA,"27",NA,NA,"no",NA,"no",5,31.75,"Fail_is_depr",0.5,1,1990.5,3,8,"YES","before",-149.534,70.38,"Arctic",0.0290732889158086,0.608104967431994
"rlanctot",58,"Tryngites_subruficollis","Moitoret et al. 1996","Kuparuk Oilfield, North Slope, Alaska",1989,"1992",1992,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.49,0.59,NA,NA,NA,"95%CI",47.25,"mayfield",NA,"less than weekly","1-2 per week",NA,"24",NA,NA,"no",NA,"no",5,27,"Fail_is_depr",0.5,1,1990.5,1,4,"YES","before",-149.534,70.38,"Arctic",0.0211640211640212,0.438735008570894
"eweiser",67,"Rhinoptilus_africanus","Lloyd 2004","Droëgrond, Northern Cape Province",1993,"all",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.005,0.005,NA,NA,NA,NA,NA,NA,NA,"se",199.5,"mayfield","inc+lay","less than weekly","1-2 per week",NA,"28",NA,NA,"no",NA,"no",4,26,"DPR_direct_from_source",0.5,4,1994.5,NA,12,"NO","before",20.317,-29.117,"South tropics",0.005,0.122190858265943
"rlanctot",67,"Rhinoptilus_africanus","Lloyd 2004","Kalahari Gemsbok National Park",1993,"all",1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0084,0.0042,NA,NA,NA,NA,NA,NA,NA,"se",475,"mayfield","inc+lay","less than weekly","1-2 per week",NA,"28",NA,NA,"no",NA,"no",4,26,"DPR_direct_from_source",0.5,4,1994.5,NA,45,"NO","before",20.903,-25.44,"South tropics",0.0084,0.196937270653511
"bib_await",68,"Jacana_spinosa","Stephens 1984","Dr. Rafael Rodriguez National Wildlife Refuge",1980,NA,1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,"YES","before",-85.225,10.27,"North tropics",NA,NA
"rlanctot",85,"Burhinus_oedicnemus","Taylor 2006","Salisbury plain, Wessex",2004,"all",2005,60,50,12,NA,NA,NA,NA,NA,0.9582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1377,"mayfield","observed","1-2 per week","1-2 per week","laying",NA,NA,NA,"no","DSR for all nests used - 1st and renests","no",4,27,NA,0.6,2,2004.5,62,122,"YES","after",-1.903,51.195,"North temperate",0.0363108206245461,0.631617890581156
"FSquirrell",86,"Burhinus_oedicnemus","Nadeem at al. 2014","Nag valley",1999,"1999",2001,38,8,NA,NA,NA,NA,0.8169,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680.4,NA,NA,"1-2 per week","1-2 per week",NA,"27",NA,NA,NA,NA,"no",3,27,"Fail_is_depr",0.6,1,2000,8,46,"YES","before",65.233,27.683,"North tropics",0.0117577895355673,0.273372558314294
"FSquirrell",86,"Burhinus_oedicnemus","Nadeem at al. 2014","Nag valley",1999,"2000",2001,27,7,NA,NA,NA,NA,0.7959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494.1,NA,NA,"1-2 per week","1-2 per week",NA,"27",NA,NA,NA,NA,"no",3,27,"Fail_is_depr",0.6,1,2000,7,34,"YES","after",65.233,27.683,"North tropics",0.014167172637118,0.319718840258126
"FSquirrell",86,"Burhinus_oedicnemus","Nadeem at al. 2014","Nag valley",1999,"2001",2001,19,7,NA,NA,NA,NA,0.7419,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364.5,NA,NA,"1-2 per week","1-2 per week",NA,"27",NA,NA,NA,NA,"no",3,27,"Fail_is_depr",0.6,1,2000,7,26,"YES","after",65.233,27.683,"North tropics",0.0192043895747599,0.40759343315455
"bib_await",87,"Burhinus_vermiculatus","Dobson 2004","Mpenjati Nature Reserve",2001,NA,2003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,NA,NA,NA,"YES","after",30.282,-30.972,"South temperate",NA,NA
"eweiser",88,"Pluvianellus_socialis","Lishman & Nol 2012","Santa Cruz Province",2006,"2006",2007,12,4,0,0,1,0,NA,NA,0.975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,195.75,NA,NA,NA,"1-2 per week",NA,"24",NA,NA,NA,NA,NA,NA,27,NA,0.5,1,2006.5,5,17,"YES","after",-69.494,-51.23,"South temperate",0.0204342273307791,0.427326283608495
"eweiser",89,"Haematopus_bachmani","Tessler & Garding 2006","Beardslee Islands, Alaska",2004,"2004",2005,9,1,0,1,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270.75,NA,NA,NA,"less than weekly",NA,NA,NA,NA,"no","failed_other often to flooding. Average across first and second clutches.",NA,3,28.5,NA,0.5,1,2004.5,19,28,"YES","after",-135.93,58.508,"North temperate",0.00369344413665743,0.100087758333307
"eweiser",89,"Haematopus_bachmani","Tessler & Garding 2006","Beardslee Islands, Alaska",2004,"2005",2005,20,17,0,3,42,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,748.125,NA,NA,NA,"less than weekly",NA,NA,NA,NA,"no","failed_other often to flooding. Average across first and second clutches.",NA,3,28.5,NA,0.5,1,2004.5,62,82,"YES","after",-135.93,58.508,"North temperate",0.0227234753550543,0.480604959152661
"eschlicht",90,"Haematopus_palliatus","Sabine at al. 2005","Cumberland Island, Georgia",2003,"all",2004,12,13,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"for two nests cause of failure not determined; other causes: flooding (n=1), trampling (n=1), human destruction (n=1)",NA,NA,28.75,NA,0.5,2,2003.5,18,30,"YES","after",-81.45,30.865,"North temperate",0.0452173913043478,0.735604311937584
"Cdura, done",91,"Haematopus_palliatus","Barbieri & Delchiaro 2009","São Paulo coast",2005,"all",2008,13,1,NA,NA,8,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301.875,NA,NA,"1-2 per week","1-2 per week","early incubation","25-30",NA,NA,NA,"They observed 1 predation by a caracara (bird of prey from south america), but they don't especify the reason of the other failed nest. However, they say that it's probably due to domestic cats.",NA,NA,28.75,NA,0.6,4,2006.5,9,22,"YES","after",-47.726,-24.859,"South tropics",0.00331262939958592,0.0909872774777676
"mbulla",92,"Haematopus_moquini","Calf and Underhill 2002","Robben Island, 7 km from the coast",2001,"2001",2002,43,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,700,NA,NA,NA,"1-2 per week",NA,NA,NA,NA,NA,"nest searched regularly; the chicks of six pairs were found
after hatching",NA,NA,28,NA,0.5,1,2001.5,14,57,"YES","after",18.369,-33.806,"South temperate",0.02,0.432023824049941
"Cdura, done",93,"Haematopus_moquini","Scott et al. 2011","De Hoop Nature Reserve",1984,"all",1989,38,1,NA,NA,21,NA,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,NA,NA,"less than weekly","less than weekly",NA,NA,NA,NA,NA,"not much data on nests, no details probided. They comment there is predation from dogs but they don't say how many. They only provide data from nest failure when the kind of failure was identifyed!!!!",NA,NA,28,NA,0.5,6,1986.5,22,60,"YES","before",20.552,-34.46,"South temperate",0.00145772594752187,0.0400231457647068
